Name,Tweets,tidy_tweet,sentiment,positive_percentage,negative_percentage,wordcloud
3,# Sheeeeeeeeeit! Just in time for the holidays.... the greeting cards @ WireFans will love... at the new @ IsiahWhitlockJr store on Redbubble. But any 3 and get 20% off! # ClayDavis # TheWire https://www.redbubble.com/people/isiahwhitlockjr/works/35371947-clay-davis-the-card-that-says-it-all?asc=u&card_size=4x6&grid_pos=16&p=greeting-card&rbs=47f9b44a-4678-443a-8642-b2b5394b8d94&ref=artist_shop_grid …,Sheeeeeeeeeit Just time holidays greeting cards WireFans will love IsiahWhitlockJr store Redbubble ClayDavis TheWire https redbubble people isiahwhitlockjr works clay davis card that says card size grid greeting card artist shop grid,positive,,,
4,En train de chiller dans Tel Aviv... jusqu’au moment où j’entends une reprise de Efige Efige... # thewire # triggeredhttps://www.youtube.com/watch?v=7Fqi9w2OafQ&feature=share …,train chiller dans Aviv jusqu moment entends reprise Efige Efige thewire triggeredhttps youtube watch OafQ feature share,negative,,,
5,El juego está amañado pero no puedes perder si no juegas. # TheWire # Series,juego pero puedes perder juegas TheWire Series,positive,,,
6,"Ok. Let's see 5 best dramas. In no particular order. # BreakingBad, # NYPDBlue, # GangRelated, # TheWire, # TheAffair. Enjoy watching reruns of any of those.",best dramas particular order BreakingBad NYPDBlue GangRelated TheWire TheAffair Enjoy watching reruns those,positive,,,
7,"“Y’all might need to think this through and stop wasting my time, ’cause Omar can come back tomorrow. And the next day. And the next day.” # TheWire https://www.instagram.com/p/Bq5HDG1g8CX/?utm_source=ig_twitter_share&igshid=rgpupscz7ppf …",might need think this through stop wasting time cause Omar come back tomorrow next next TheWire https instagram source twitter share igshid rgpupscz,negative,,,
8,"Just started my first episode of # thewire if I hate it, I'm going to write a strongly worded tweet to @ Jimmypisfunny # smalltownmurder",Just started first episode thewire hate going write strongly worded tweet Jimmypisfunny smalltownmurder,negative,,,
9,"So, we like US dramas in the Pickle and Nancy household, so here goes! # TheSopranos # Narcos # Homecoming # Ozark # TheWire. If you’re up for it we nominate @ OfSniff @ AngelaC51335397 @ andrealw78 @ owenclark3",like dramas Pickle Nancy household here goes TheSopranos Narcos Homecoming Ozark TheWire nominate OfSniff AngelaC andrealw owenclark,positive,,,
Suits,,,,70,30,https://i.ibb.co/WcPzqv4/Suits.png
0,Alimentando o vício assistindo S01E02 of Suits! # Suits # tvtime https://tvtime.com/r/OiDM pic.twitter.com/GUFeiiqDsL,Alimentando assistindo Suits Suits tvtime https tvtime OiDM twitter GUFeiiqDsL,positive,,,
1,I've just watched episode S08E07 of Suits! # Suits # tvtime https://tvtime.com/r/OiAu pic.twitter.com/QibQYoPQR6,just watched episode Suits Suits tvtime https tvtime OiAu twitter QibQYoPQR,negative,,,
2,"'Love is not just that you look at each other, but that you look together in the same direction...' # Darvey # Suits @ sarahgrafferty @ GabrielMacht @ tmusings @ vickster51 @ GabrielMachtFanpic.twitter.com/ZB85oXcLxl",Love just that look each other that look together same direction Darvey Suits sarahgrafferty GabrielMacht tmusings vickster GabrielMachtFanpic twitter oXcLxl,positive,,,
3,"Fine lines: the # PreSpring2019 # 205W39NYC collection features tailored coats with artfully curved sleeves, accented by our Bonnie shoulder bag. Discover more: http://ckle.in/2qiTo6 # CALVINKLEIN pic.twitter.com/SE5lKFLVUD # suits # suitsexpert # suit",Fine lines PreSpring collection features tailored coats with artfully curved sleeves accented Bonnie shoulder Discover more ckle qiTo CALVINKLEIN twitter lKFLVUD suits suitsexpert suit,positive,,,
4,"To be honest... When I read the answers from AK in the QA 2day, I get more and more the impression that this man is totally crazy... And he is the man who should design us a sensible # Darvey storyline...??? I can't believe that... @ tmusings @ vickster51 @ GabrielMachtFan # Suits",honest When read answers from more more impression that this totally crazy should design sensible Darvey storyline believe that tmusings vickster GabrielMachtFan Suits,positive,,,
5,YESSSSSSSSS # CountingTheDays # Suits pic.twitter.com/6Y7y0TtX8u,YESSSSSSSSS CountingTheDays Suits twitter,positive,,,
6,Louis Litt es muy tonto # Suits,Louis Litt tonto Suits,positive,,,
7,I've just watched episode S04E07 of Suits! # Suits Good # tvtime https://tvtime.com/r/OisH pic.twitter.com/YMDfX8xUMI,just watched episode Suits Suits Good tvtime https tvtime OisH twitter YMDfX xUMI,negative,,,
8,Sunday’s Best designed for @ hammypacquiao by # JulianAbdul. • • • • • # mensfashion # menswear # mensstyle # suits # bespoke # fashion # men # style # fashion # denver # broncos # nfl # ootd,Sunday Best designed hammypacquiao JulianAbdul mensfashion menswear mensstyle suits bespoke fashion style fashion denver broncos ootd,negative,,,
9,Sunday’s Best designed for @ SkeeterMills__ by # JulianAbdul. • • • • • # mensfashion # menswear # mensstyle # suits # bespoke # fashion # men # style # fashion # denver # broncos # nfl # ootd https://www.instagram.com/p/Bq5zSfCgnjh/?utm_source=ig_twitter_share&igshid=epv3b7k7nzd5 …,Sunday Best designed SkeeterMills JulianAbdul mensfashion menswear mensstyle suits bespoke fashion style fashion denver broncos ootd https instagram zSfCgnjh source twitter share igshid,positive,,,
Sense8,,,,100,0,https://i.ibb.co/z543nv6/Sense8.png
0,# Sense8 sense8 # Netflix @ netflix # Sense8Revolution # Sense8NetflixRewatch https://youtu.be/k1XiMVMzH8A # whatsgoingon # 4nonblondes Twenty-five years and my life is still Trying to get up… https://www.instagram.com/p/Bq53FuHgspu/?utm_source=ig_twitter_share&igshid=j913bq64auuj …,Sense sense Netflix netflix Sense Revolution Sense NetflixRewatch https youtu XiMVMzH whatsgoingon nonblondes Twenty five years life still Trying https instagram FuHgspu source twitter share igshid auuj,positive,,,
1,When I watch # Sense8 I always wish that I have that same connection with the places I’m dreaming to visit. # sensation # night_thoughts # Season2 # traveling # ToDoList,When watch Sense always wish that have that same connection with places dreaming visit sensation night thoughts Season traveling ToDoList,positive,,,
2,"to all # daredevil fans who have recently had their show cancelled, we # sense8 fans understand how you feel. how about we all ask for both to be brought back and make twice the noise for both shows??",daredevil fans have recently their show cancelled sense fans understand feel about both brought back make twice noise both shows,positive,,,
3,Maybe I'm overthinking but Is there any connection in # sense8 between Felix calling out 58 minutes and Dani needing 58 minutes? @ S8Revolution @ sense8 # Sense8NetflixRewatch,Maybe overthinking there connection sense between Felix calling minutes Dani needing minutes Revolution sense Sense NetflixRewatch,positive,,,
4,Sense8 Season 3 is Written. http://chng.it/RkJnsLWy # sense8 # Netflix,Sense Season Written chng RkJnsLWy sense Netflix,positive,,,
5,Let's go! # Sense8 @ sense8 # Sense8Revolution # Sense8Effect # Sense8NetflixRewatch,Sense sense Sense Revolution Sense Effect Sense NetflixRewatch,positive,,,
6,""" # Visiting is not something you make happen. It is something you let happen ~ # Sharing is something you can only do inside your # cluster, accessing each other's knowledge, language, skill..."" # Sense8NetflixRewatch S1E04 # Whatsgoingon? # Sense8 # Sense8Revolution pic.twitter.com/qCqvUx7VKR",Visiting something make happen something happen Sharing something only inside your cluster accessing each other knowledge language skill Sense NetflixRewatch Whatsgoingon Sense Sense Revolution twitter qCqvUx,positive,,,
7,"Ok, tell me this wasn’t a grip truck/building reused as set design for # Sense8? Unless im mistaken, isn’t that a boom mike in the background m? # Sense8NetflixRewatch # Sense8family @ MaximilienneEw1 @ tinadesai07 @ FreemaOfficialpic.twitter.com/cCjXLNGyth",tell this wasn grip truck building reused design Sense Unless mistaken that boom mike background Sense NetflixRewatch Sense family MaximilienneEw tinadesai FreemaOfficialpic twitter cCjXLNGyth,positive,,,
8,# Sense8family FOREVER! @ mumbi_maina share the Revolution! # Sense8 # Sense8Revolution # Sense8Effect # Sense8NetflixRewatch! ~ @Regran_ed from @ mumbi_maina - So excited to be working… https://www.instagram.com/p/Bq5w-CBAGjO/?utm_source=ig_twitter_share&igshid=1k0r94gphqefy …,Sense family FOREVER mumbi maina share Revolution Sense Sense Revolution Sense Effect Sense NetflixRewatch Regran from mumbi maina excited working https instagram CBAGjO source twitter share igshid gphqefy,positive,,,
9,Great @ BrianJacobSmith! Just in time for the # Sense8NetflixRewatch month! # BrianJacobSmith # WillGorski FOREVER # Sense8 sense8 # Sense8family | sense8 IMPOSSIBILITY IS ALWAYS A… https://www.instagram.com/p/Bq5wZZtgCM5/?utm_source=ig_twitter_share&igshid=knm9961u4hkm …,Great BrianJacobSmith Just time Sense NetflixRewatch month BrianJacobSmith WillGorski FOREVER Sense sense Sense family sense IMPOSSIBILITY ALWAYS https instagram wZZtgCM source twitter share igshid,positive,,,
AlteredCarbon,,,,70,30,https://i.ibb.co/q9Tzvrq/Altered-Carbon.png
0,"Just noticed that Recollectionist from # AlmostHuman and Captain Tanaka from # AlteredCarbon are both portrayed by great Hiro Kanagawa ( @ hirokanagawatv), who has also appeared in many other movies and series I watched and like.pic.twitter.com/QHUcGCaZdA",Just noticed that Recollectionist from AlmostHuman Captain Tanaka from AlteredCarbon both portrayed great Hiro Kanagawa hirokanagawatv also appeared many other movies series watched like twitter QHUcGCaZdA,positive,,,
1,I've just watched episode S01E05 of Altered Carbon! # alteredcarbon # tvtimehttps://tvtime.com/r/OhLg,just watched episode Altered Carbon alteredcarbon tvtimehttps tvtime OhLg,negative,,,
2,I've just watched episode S01E08 of Altered Carbon! # alteredcarbon # tvtime https://tvtime.com/r/OhGi pic.twitter.com/4GAbmfQ09e,just watched episode Altered Carbon alteredcarbon tvtime https tvtime OhGi twitter GAbmfQ,negative,,,
3,I've just watched episode S01E04 of Altered Carbon! # alteredcarbon # tvtime https://tvtime.com/r/OhkL,just watched episode Altered Carbon alteredcarbon tvtime https tvtime OhkL,negative,,,
4,"""Cuando creíste en una mentira durante mucho tiempo, la verdad no te libera. Te hace a un lado..."" # alteredcarbon Si no la vieron... recomiendo... # Netflixpic.twitter.com/SJcjn0Ej21",Cuando mentira durante mucho tiempo verdad libera hace lado alteredcarbon vieron recomiendo Netflixpic twitter SJcjn,positive,,,
5,# theendofthefuckingworld # patrickmelrose # alteredcarbon # masterofnone # marcopolo # Theterror # Maniac # GirlBoss 》 23 # HBO dizisi # gameofthrones # got # BandOfBrothers # TheWire # westworld # thesopranos # truedetective # Rome # SiliconValley # sixfeetunder # deadwood # sharpobjects,theendofthefuckingworld patrickmelrose alteredcarbon masterofnone marcopolo Theterror Maniac GirlBoss dizisi gameofthrones BandOfBrothers TheWire westworld thesopranos truedetective Rome SiliconValley sixfeetunder deadwood sharpobjects,positive,,,
6,Altered Carbon is my fav telly thing for ages. Up to episode 6 and am constantly thinking about the next available time to watch it # alteredcarbon @ AltCarb @ NetflixUK,Altered Carbon telly thing ages episode constantly thinking about next available time watch alteredcarbon AltCarb NetflixUK,positive,,,
7,"serial też niezły, polecam # AlteredCarbon",serial niez polecam AlteredCarbon,positive,,,
8,Itching for # Cyberpunk2077 ? Can't wait for # AlteredCarbon Season 2? Just need a fix of tech-noir downloaded directly to your brain? Check out 'Silicon Burning' by Thomas McCaughley! Just... https://www.amazon.co.uk/Silicon-Burning-Singularity-Rising-Book-ebook/dp/B07611LQ77/ …,Itching Cyberpunk wait AlteredCarbon Season Just need tech noir downloaded directly your brain Check Silicon Burning Thomas McCaughley Just https amazon Silicon Burning Singularity Rising Book ebook,positive,,,
9,Itching for # Cyberpunk2077 ? Can't wait for # AlteredCarbon Season 2? Just need a fix of tech-noir downloaded directly to your brain? Check out 'Silicon Burning' by Thomas McCaughley! Just £1.99/$2.55! A Cyberpunk thriller that will keep you guessing! https://www.amazon.co.uk/Silicon-Burning-Singularity-Rising-Book-ebook/dp/B07611LQ77/ …,Itching Cyberpunk wait AlteredCarbon Season Just need tech noir downloaded directly your brain Check Silicon Burning Thomas McCaughley Just Cyberpunk thriller that will keep guessing https amazon Silicon Burning Singularity Rising Book ebook,positive,,,
Gotham,,,,70,30,https://i.ibb.co/n0YdYDD/Gotham.png
0,Première photo promotionnelle pour « Gotham » saison 5 # Gotham http://www.universdescomics.com/2018/12/03/premiere-photo-promotionnelle-pour-gotham-saison-5/ …pic.twitter.com/hYwTBxq4fQ,Premi photo promotionnelle pour Gotham saison Gotham universdescomics premiere photo promotionnelle pour gotham saison twitter hYwTBxq,positive,,,
1,Also he told the kid to hide in the office and stay quietly but he was ABSOLUTELY not telling him that quietly. # Gotham,Also told hide office stay quietly ABSOLUTELY telling that quietly Gotham,positive,,,
2,“No one should be here!” My dude was LITERALLY just like “SO PEOPLE WOULD KILL FOR THIS ARTEFACT THAT A VERY FOLLOWABLE TEENAGER PUBLICLY BOUGHT AT AN AUCTION” but SURE answer the fucking door. WHY NOT # Gotham,should here dude LITERALLY just like PEOPLE WOULD KILL THIS ARTEFACT THAT VERY FOLLOWABLE TEENAGER PUBLICLY BOUGHT AUCTION SURE answer fucking door Gotham,negative,,,
3,Repost La Conve # GOTHAM # RobinLordTaylorpic.twitter.com/sdjNJ761PI,Repost Conve GOTHAM RobinLordTaylorpic twitter sdjNJ,positive,,,
4,"# VictorZsasz and his ladies # Gotham # anthonycarrigan love you a bunch! @ Anth_Carrigan I wish you continuing success. (I watch you on hbo, too) lol! Thanks so much for giving us the… https://www.instagram.com/p/Bq53PB0HAoh/?utm_source=ig_twitter_share&igshid=ru8ptr0mp3p2 …",VictorZsasz ladies Gotham anthonycarrigan love bunch Anth Carrigan wish continuing success watch Thanks much giving https instagram HAoh source twitter share igshid,positive,,,
5,"Happy Birthday to @ tom_calderone our favourite # JoeTheCop from # Gotham, your devotion and enthusiam to the show is one of the things that makes it so special, keep it up and have a great day!",Happy Birthday calderone favourite JoeTheCop from Gotham your devotion enthusiam show things that makes special keep have great,positive,,,
6,Jenkins underrated pra crlh tbm # Jets # NYJvsTEN # Gotham,Jenkins underrated crlh Jets NYJvsTEN Gotham,positive,,,
7,Come on brain think of things Come on brain think of things Come on brain be so smart # Gotham,Come brain think things Come brain think things Come brain smart Gotham,negative,,,
8,Literally thought this old man was going to pull a Professor Oak like ‘And this is my delightful grandson. What was his name again?’ # Gotham,Literally thought this going pull Professor like this delightful grandson What name again Gotham,negative,,,
9,"@ tom_calderone Happy birthday to one of the nicest people out there, and the best castmember/fan of the show! # Gotham # JoeTheCop",calderone Happy birthday nicest people there best castmember show Gotham JoeTheCop,positive,,,
OrangeisthenewBlack,,,,80,20,https://i.ibb.co/Lx3qTgD/Orangeisthenew-Black.png
0,Dude shit just hit the fan # OrangeIsTheNewBlack # seson5,Dude shit just OrangeIsTheNewBlack seson,positive,,,
1,Piper et Alex sont d'un ennui ............... # OrangeIsTheNewBlack,Piper Alex sont ennui OrangeIsTheNewBlack,negative,,,
2,"Et oui je reprends lol # OrangeIsTheNewBlack 6X12 Carole et Barb ne s'entretuent pas, mais c'est pour mieux préparé leur stratégie pour achever l'autre lol",reprends OrangeIsTheNewBlack Carole Barb entretuent mais pour mieux leur strat pour achever autre,positive,,,
3,http://www.bemidjipioneer.com/news/crime-and-courts/4536914-assault-victim-runs-over-murder-suspect-during-carjacking-central-minn#.XARnpr3zvoo.twitter … this guy got out of prison just 10 days before pulling this. # OrangeIsTheNewBlack,bemidjipioneer news crime courts assault victim runs over murder suspect during carjacking central minn# XARnpr zvoo twitter this prison just days before pulling this OrangeIsTheNewBlack,positive,,,
4,# idkdo # Noël2018 J'ai ajouté le # livre de # recettes de la # série # OrangeIsTheNewBlack # OITNB à la sélection d'une trentaine de bouquins de cuisine à offrir aux fans de # sériespolicières ! http://www.sktv.fr/culture/les-blogueuses-preparent-noel-2013-idees-cadeaux-la-cuisine-du-crime/ …pic.twitter.com/PSvmxf9JAz,idkdo ajout livre recettes OrangeIsTheNewBlack OITNB lection trentaine bouquins cuisine offrir fans riespolici sktv culture blogueuses preparent noel idees cadeaux cuisine crime twitter PSvmxf,positive,,,
5,# OrangeIsTheNewBlack 2x09,OrangeIsTheNewBlack,positive,,,
6,# VisAVis es la copia BARATA de # OrangeIsTheNewBlack confirmado,VisAVis copia BARATA OrangeIsTheNewBlack confirmado,positive,,,
7,"Honestly, # Wentworth is # EVERYTHING that # OrangeIsTheNewBlack should have been from the beginning.",Honestly Wentworth EVERYTHING that OrangeIsTheNewBlack should have been from beginning,positive,,,
8,# OrangeIsTheNewBlack enganchadísima,OrangeIsTheNewBlack enganchad sima,positive,,,
9,My # Netflix catch up binge continues with # OITNB # OrangeIsTheNewBlack S06x04-07. Let's get this done!!! @ Netflix @ OITNBpic.twitter.com/tWZeUig8v7,Netflix catch binge continues with OITNB OrangeIsTheNewBlack this done Netflix OITNBpic twitter tWZeUig,negative,,,
StrangerThings,,,,50,50,https://i.ibb.co/9cTzB3L/Stranger-Things.png
0,100% completed the # StrangerThings mobile game on Classic Mode this time. Didn't seem any harder than Normal Mode though. pic.twitter.com/tBzfXJrLzK,completed StrangerThings mobile game Classic Mode this time Didn seem harder than Normal Mode though twitter tBzfXJrLzK,positive,,,
1,I used http://makeitstranger.com/noel-salinas to create this # strangerthings inspired logo. From the dungeon delvers @ nelsoncash,used makeitstranger noel salinas create this strangerthings inspired logo From dungeon delvers nelsoncash,negative,,,
2,# StrangerThings # Steve # Funko # Dorbz # FunkoSDCC # SDCC,StrangerThings Steve Funko Dorbz FunkoSDCC SDCC,positive,,,
3,"This week, Charlie’s homework was to take a picture of him reading a book in a strange place... Well it doesn’t get more “Strange”, than casually sitting on the set of Stranger Things… Thanks so much @ GatenM123 & @ calebmclaughlin, you’ve made a little boy’s day!!! # StrangerThings pic.twitter.com/Fr1gqirWc0",This week Charlie homework take picture reading book strange place Well doesn more Strange than casually sitting Stranger Things Thanks much GatenM calebmclaughlin made little StrangerThings twitter gqirWc,positive,,,
4,Reeva doing her best Eleven impression. What do you think @ Milliestopshate ?? # strangerthings # friendsdontlie # elevenpic.twitter.com/3lMFLgULVD,Reeva doing best Eleven impression What think Milliestopshate strangerthings friendsdontlie elevenpic twitter lMFLgULVD,negative,,,
5,Friends don’t lie #11 # StrangerThings,Friends StrangerThings,positive,,,
6,This world needs a @ Stranger_Things Christmas Special. @ netflix # StrangerThings # amirite # christmasspecial,This world needs Stranger Things Christmas Special netflix StrangerThings amirite christmasspecial,positive,,,
7,I used http://makeitstranger.com/stranger-kalia to create this # strangerthings inspired logo. From the dungeon delvers @ nelsoncash,used makeitstranger stranger kalia create this strangerthings inspired logo From dungeon delvers nelsoncash,negative,,,
8,# StrangerThings whoa.. # wtf is that?? # alien # monster # cloudspic.twitter.com/C0oy2JWuQO,StrangerThings whoa that alien monster cloudspic twitter JWuQO,negative,,,
9,I’m way late to the party but I finally started watching # strangerthings on Netflix. Holy shit! Hooked isn’t even the right word. Binged watched until 4 am this morning and back on it. Ready for another long night. I imagine this is what crack is like. # GiveMeMore,late party finally started watching strangerthings Netflix Holy shit Hooked even right word Binged watched until this morning back Ready another long night imagine this what crack like GiveMeMore,negative,,,
